fire_id,fire_name,year,alarm_date,cont_date,duration_days,gis_acres,cause,lon_centroid,lat_centroid,lag_days,elev_mean,elev_std,slope_mean,nlcd_open_water,nlcd_dev_open,nlcd_dev_low,nlcd_dev_med,nlcd_dev_high,nlcd_barren,nlcd_forest_decid,nlcd_forest_ever,nlcd_forest_mixed,nlcd_shrub,nlcd_grassland,nlcd_pasture,nlcd_crops,nlcd_wetland_woody,nlcd_wetland_herb
VALLEY_2024_00067,VALLEY,2024,5/21/24,5/29/24,8,536.6060791015625,9,-120.332143,41.21908863796677,365,,,,0,0,0.00636868,0,0,0,0,0,0,0.9936313198405876,0,0,0,0,0
SKY_2024_00068,SKY,2024,6/19/24,6/20/24,1,526.3654785,14,-119.4712612,35.31778129,365,240.29754632935487,40.972105939235924,4.369305650457506,0,0,0,0,0,0.37540907,0,0,0,0.62459093,0,0,0,0,0
CAMPBELL_2024_00069,CAMPBELL,2024,10/28/24,10/28/24,1,523.3388061523438,5,-118.8763589,36.208496751718734,365,706.4579126333826,87.74511840926738,8.907498465477072,0,0,0.004174397,0,0,0,0,0,0,0.9958256029684601,0,0,0,0,0
RECORD_2024_00070,RECORD,2024,9/1/24,9/5/24,4,517.0265502929688,7,-116.9364053,33.81801111481977,365,848.2733435,219.89499302861546,12.97983756910643,0,0,0,0,0,0.001599716,0,0,0,0.9984002843938855,0,0,0,0,0
DORADO_2024_00071,DORADO,2024,9/5/24,9/7/24,2,512.1790771484375,7,-120.2398492,36.14936317511811,365,180.85386406984537,17.953264277375016,1.6256648642227773,0,0,0,0,0,0.3000437062937063,0,0,0,0.6999562937062938,0,0,0,0,0
SHEERING_2024_00072,SHEERING,2024,6/25/24,7/18/24,23,493.9643859863281,1,-119.9903726,38.04501076724499,365,1758.773040167134,78.10796402277215,7.5157013923644405,0,0.001129944,0,0,0,0,0,0.8144067796610169,0,0.18446327683615818,0,0,0,0,0
STODDARD_3_2024_00073,STODDARD 3,2024,6/11/24,6/14/24,3,472.7928466796875,14,-117.1594181,34.720234343205185,365,1037.6736585251106,68.59997724447712,4.753096483499828,0,0.054383117,0.037540584415584416,0.001623377,0,0,0,0,0,0.906452922,0,0,0,0,0
EL_PASO_2024_00074,EL PASO,2024,6/30/24,7/2/24,2,472.0263672,14,-117.7773802,35.51255009436129,365,1064.0905373145795,93.64554885617503,7.464144538769502,0,0,0,0,0,0.000447227,0,0,0,0.9995527728085868,0,0,0,0,0
POINT_2024_00075,POINT,2024,7/26/24,7/31/24,5,461.65887451171875,11,-121.9907499,38.02968172491993,365,99.66462348277055,38.5240475,5.8333986086640435,0,0,0.00085034,0,0,0.016723356009070295,0,0,0,0.8764172335600907,0,0.003117914,0,0.10289115646258504,0
BELLA_2024_00076,BELLA,2024,8/5/24,8/13/24,8,453.8131103515625,5,-117.9690764,35.63698759645801,365,1351.857818,72.12870311659702,4.435386911,0,0.056241033,0.15767575322812052,0.4319942611190818,0.058967001,0.19741750358680057,0,0,0,0.093113343,0.003730273,0.000860832,0,0,0
AMORUSO_2024_00077,AMORUSO,2024,6/25/24,6/25/24,1,432.6296387,10,-121.4125268,38.83274840249114,365,25.501843814587797,2.0968032185614107,0.2985791939596384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FLYNN_2024_00078,FLYNN,2024,7/25/24,7/25/24,1,429.1543884277344,10,-121.6441416,37.73425743187071,365,268.47644460253076,55.250320984648525,6.784615292411801,0,0,0,0,0,0,0,0.7805651672433679,0,0.21929065743944637,0,0,0,0.000144175,0
HOLIDAY_2024_00079,HOLIDAY,2024,5/25/24,5/26/24,1,428.4924621582031,14,-118.255502,34.85272632224121,365,729.8237553,3.1422968142483363,0.1335120993280715,0,0.007272727,0.000808081,0,0,0,0,0,0,0.9919191919191919,0,0,0,0,0
BLUE_2024_00080,BLUE,2024,8/10/24,8/15/24,5,427.2897033691406,14,-118.4169394,35.342973318049154,365,1035.1756893248785,70.83147605430219,8.897035452953899,0,0.015541525012141816,0,0,0,0,0,0,0,0.9779018941233608,0.006556581,0,0,0,0
LUCERNE_2024_00081,LUCERNE,2024,7/6/24,7/15/24,9,419.8340759277344,14,-117.045236,34.46994422931928,365,1011.2920309326761,101.72063356521146,9.057378661788947,0,0.05518617,0.062167553,0,0,0,0,0,0,0.8826462765957447,0,0,0,0,0
GLENHAVEN_2024_00082,GLENHAVEN,2024,10/4/24,10/5/24,1,417.4463806152344,9,-122.7033309,39.02814377756251,365,530.3916663737524,95.26467991918291,7.004678951526514,0,0.005333664,0.058794343835276604,0.005953858,0,0,0,0,0,0.9299181344579509,0,0,0,0,0
BOGUS_2024_00083,BOGUS,2024,7/8/24,7/15/24,7,411.56427001953125,2,-122.3854226,41.87323793,365,,,,0,0,0,0,0,0,0,0,0,0.98989899,0.010101010101010102,0,0,0,0
POSTA_3_2024_00084,POSTA 3,2024,10/7/24,10/9/24,2,411.3604431152344,2,-116.4063552,32.71666036691513,365,1153.302958501352,44.63047922627082,4.841194927713196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BORDER_53_2024_00085,BORDER 53,2024,6/1/24,6/3/24,2,403.2408752441406,14,-116.7876579,32.56516305676082,365,267.77802251949424,112.07204522321977,9.886978562642815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PENCIL_2024_00086,PENCIL,2024,7/22/24,7/27/24,5,395.5634460449219,1,-120.4911663,41.83007825848261,365,,,,0,0,0,0,0,0,0,0,0,0.007863248,0.9921367521367521,0,0,0,0
FELICIA_2024_00087,FELICIA,2024,10/3/24,10/7/24,4,393.37713623046875,14,-118.7645857,34.468208027080465,365,411.69788634519233,87.86588113231782,11.010935183118956,0,0,0,0,0,0.7746060065417781,0,0,0,0.22539399345822184,0,0,0,0,0
GASKELL_2_2024_00088,GASKELL 2,2024,6/6/24,6/7/24,1,392.9766540527344,14,-118.2975902,34.834828785638564,365,744.8727752594897,2.7242599933388654,0.1338672265378091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COW_2024_00089,COW,2024,5/15/24,5/18/24,3,370.8842468261719,14,-118.6900711,35.49746401828292,365,800.2506707199925,152.5611051931303,15.114776724960263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I5_2024_00090,I5,2024,7/14/24,7/17/24,3,356.6398620605469,14,-119.3352754,35.346518000255706,365,90.95368515209339,0.6216362911293842,0.10853141837148193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SHERWOOD_2024_00091,SHERWOOD,2024,5/10/24,5/11/24,1,352.2254638671875,14,-119.02891,35.65436793025452,365,296.0481440002665,13.213037158365747,3.496727697863834,0,0.05026455,0.6428571428571429,0.052532124,0,0.082010582,0,0,0,0.17233560090702948,0,0,0,0,0
